Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 4_level_0_MP
Hailie Mace,us USA,DF,28-170,,12,1193.0,13.3,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.2,1.2,12.0,44.0,8.0,0.0,0.38,0.38,0.0,0.38,0.01,0.09,0.09,0.01,0.09,Matches,KC Current,18.0
Ellie Wheeler,us USA,"DF,MF",23-270,,12,1070.0,11.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,14.0,31.0,16.0,0.08,0.08,0.17,0.08,0.17,0.06,0.02,0.08,0.06,0.08,Matches,KC Current,16.0
Debinha,br BRA,"FW,MF",33-325,,12,1062.0,11.8,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,3.8,3.8,3.0,6.9,29.0,60.0,84.0,0.42,0.08,0.51,0.42,0.51,0.34,0.27,0.61,0.34,0.61,Matches,KC Current,15.0
Michelle Cooper,us USA,"FW,MF",22-280,,12,850.0,9.4,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,3.2,3.2,5.3,8.5,31.0,32.0,79.0,0.53,0.32,0.85,0.53,0.85,0.34,0.56,0.9,0.34,0.9,Matches,KC Current,14.0
Vanessa DiBernardo,us USA,"MF,FW",33-118,,11,886.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.4,2.1,19.0,58.0,27.0,0.0,0.1,0.1,0.0,0.1,0.07,0.14,0.21,0.07,0.21,Matches,KC Current,13.0
Elizabeth Ball,us USA,DF,29-325,,10,904.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,6.0,1.0,0.1,0.0,0.1,0.1,0.1,0.04,0.0,0.04,0.04,0.04,Matches,KC Current,13.0
Alana Cook,us USA,DF,28-152,,7,586.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,KC Current,7.0
Raquel Rodríguez,cr CRC,MF,31-317,,6,628.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.4,2.0,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,KC Current,15.0
Nichelle Prince,ca CAN,"FW,MF",30-203,,4,497.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.4,16.0,3.0,42.0,0.0,0.18,0.18,0.0,0.18,0.12,0.14,0.25,0.12,0.25,Matches,KC Current,15.0
Haley Hopkins,us USA,"FW,MF",26-263,,2,292.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.1,8.0,8.0,26.0,0.31,0.31,0.62,0.31,0.62,0.13,0.21,0.34,0.13,0.34,Matches,KC Current,15.0
Ally Sentnor,us USA,"MF,FW",21-204,,2,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,8.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.24,0.13,0.24,Matches,KC Current,4.0
Laurel Ivory,us USA,GK,26-013,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,KC Current,2.0
Lacho Marta,ao ANG,"FW,DF",26-178,,2,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,4.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.24,0.13,0.24,Matches,KC Current,6.0
Mary Long,us USA,FW,18-229,,0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,KC Current,7.0
Bayley Feist,us USA,"MF,FW",28-180,,0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,KC Current,7.0
Mwanalima Jereko,ke KEN,MF,28-006,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,KC Current,1.0
Gabrielle Robinson,us USA,"FW,DF",24-084,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,KC Current,2.0
Clare Gagne,us USA,GK,25-200,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,KC Current,0.0
Grace Gordon,us USA,GK,24-335,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,KC Current,0.0
Tyler McCamey,us USA,MF,24-022,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,KC Current,0.0
Alex Pfeiffer,us USA,FW,17-288,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,KC Current,0.0
Katie Scott,us USA,MF,18-082,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,KC Current,0.0
Regan Steigleder,no NOR,MF,27-007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,KC Current,0.0
Squad Total,,,28.1,,209,1710.0,19.0,37.0,24.0,61.0,33.0,4.0,4.0,19.0,1.0,33.3,30.6,24.6,55.2,268.0,696.0,689.0,1.95,1.26,3.21,1.74,3.0,1.75,1.3,3.05,1.61,2.91,,KC Current,19.0
Opponent Total,,,27.3,,209,1710.0,19.0,9.0,8.0,17.0,9.0,0.0,2.0,23.0,0.0,13.6,12.1,9.3,21.4,227.0,654.0,649.0,0.47,0.42,0.89,0.47,0.89,0.71,0.49,1.2,0.64,1.12,,KC Current,19.0
Kailen Sheridan,ca CAN,GK,30-056,,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,San Diego Wave,19.0
Kenza Dali,fr FRA,MF,34-041,,19,1705.0,18.9,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.2,2.2,3.0,5.2,61.0,137.0,80.0,0.16,0.11,0.26,0.16,0.26,0.12,0.16,0.27,0.12,0.27,Matches,San Diego Wave,19.0
Delphine Cascarino,fr FRA,FW,28-217,,19,1648.0,18.3,3.0,5.0,8.0,3.0,0.0,0.0,1.0,0.0,1.7,1.7,4.3,6.1,70.0,79.0,162.0,0.16,0.27,0.44,0.16,0.44,0.09,0.24,0.33,0.09,0.33,Matches,San Diego Wave,19.0
Savannah McCaskill,us USA,MF,29-041,,18,1619.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.0,1.5,5.0,108.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,San Diego Wave,19.0
Perle Morroni,fr FRA,DF,27-330,,18,1605.0,17.8,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,2.0,2.8,35.0,62.0,86.0,0.06,0.22,0.28,0.06,0.28,0.04,0.11,0.15,0.04,0.15,Matches,San Diego Wave,18.0
Hanna Lundkvist,se SWE,DF,23-055,,17,1515.0,16.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,44.0,91.0,51.0,0.06,0.12,0.18,0.06,0.18,0.01,0.04,0.05,0.01,0.05,Matches,San Diego Wave,19.0
Gia Corley,de GER,"MF,FW",23-113,,15,1116.0,12.4,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.8,2.8,0.9,3.7,51.0,51.0,71.0,0.16,0.16,0.32,0.16,0.32,0.23,0.07,0.3,0.23,0.3,Matches,San Diego Wave,18.0
Kristen McNabb,us USA,DF,31-146,,14,1307.0,14.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,0.2,1.3,4.0,38.0,8.0,0.07,0.0,0.07,0.07,0.07,0.07,0.01,0.09,0.07,0.09,Matches,San Diego Wave,17.0
Trinity Armstrong,us USA,DF,18-047,,14,1279.0,14.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.7,1.8,13.0,47.0,4.0,0.07,0.14,0.21,0.07,0.21,0.08,0.05,0.13,0.08,0.13,Matches,San Diego Wave,18.0
Kennedy Wesley,us USA,DF,24-186,,13,1119.0,12.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.1,1.1,0.1,1.2,5.0,29.0,4.0,0.08,0.0,0.08,0.08,0.08,0.09,0.01,0.1,0.09,0.1,Matches,San Diego Wave,15.0
Adriana Leon,ca CAN,FW,32-343,,13,1045.0,11.6,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,5.0,5.0,1.3,6.3,22.0,14.0,75.0,0.34,0.17,0.52,0.34,0.52,0.43,0.11,0.54,0.43,0.54,Matches,San Diego Wave,19.0
Kimmi Ascanio,us USA,"FW,MF",17-232,,12,1055.0,11.7,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.2,2.2,0.3,2.5,16.0,34.0,46.0,0.34,0.09,0.43,0.34,0.43,0.19,0.02,0.21,0.19,0.21,Matches,San Diego Wave,19.0
Maria Sanchez,mx MEX,"FW,MF",29-202,,7,571.0,6.3,3.0,2.0,5.0,3.0,0.0,1.0,1.0,0.0,2.5,1.8,0.9,2.7,8.0,17.0,30.0,0.47,0.32,0.79,0.47,0.79,0.39,0.14,0.54,0.28,0.42,Matches,San Diego Wave,12.0
Melanie Barcenas,us USA,FW,17-315,,3,468.0,5.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.5,8.0,22.0,38.0,0.19,0.19,0.38,0.19,0.38,0.1,0.2,0.3,0.1,0.3,Matches,San Diego Wave,17.0
Makenzy Doniak,us USA,FW,31-197,,2,328.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.6,2.0,11.0,14.0,38.0,0.27,0.0,0.27,0.27,0.27,0.36,0.17,0.54,0.36,0.54,Matches,San Diego Wave,14.0
Kyra Carusa,ie IRL,FW,29-300,,2,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,2.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,0.28,0.18,0.28,Matches,San Diego Wave,9.0
Laurina Fazer,fr FRA,MF,21-332,,2,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,San Diego Wave,4.0
Chiamaka Okwuchukwu,ng NGA,FW,20-034,,1,144.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,2.0,2.0,12.0,0.62,0.0,0.62,0.62,0.62,0.11,0.1,0.21,0.11,0.21,Matches,San Diego Wave,3.0
Favour Emmanuel,ng NGA,MF,23-003,,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,San Diego Wave,2.0
Dudinha,br BRA,"FW,MF",20-068,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,San Diego Wave,3.0
Jordan Fusco,us USA,MF,21-364,,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,San Diego Wave,2.0
Daniela Arias,co COL,DF,31-010,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,San Diego Wave,1.0
Quincy McMahon,us USA,DF,21-349,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.91,0.91,0.91,Matches,San Diego Wave,4.0
Hillary Beall,us USA,GK,26-226,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,San Diego Wave,0.0
DiDi Haracic,ba BIH,GK,33-151,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,San Diego Wave,0.0
Nya Harrison,us USA,DF,22-305,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,San Diego Wave,0.0
Squad Total,,,27.0,,209,1710.0,19.0,27.0,23.0,50.0,27.0,0.0,1.0,20.0,1.0,23.2,22.5,17.4,39.9,362.0,768.0,759.0,1.42,1.21,2.63,1.42,2.63,1.22,0.92,2.14,1.18,2.1,,San Diego Wave,19.0
Opponent Total,,,26.9,,209,1710.0,19.0,22.0,14.0,36.0,17.0,5.0,5.0,25.0,0.0,21.9,18.4,15.0,33.3,235.0,552.0,548.0,1.16,0.74,1.89,0.89,1.63,1.15,0.79,1.94,0.97,1.75,,San Diego Wave,19.0
Anna Moorhouse,eng ENG,GK,30-164,19.0,19,1670.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Orlando Pride,
Emily Sams,us USA,DF,26-071,19.0,18,1643.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,25.0,111.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Orlando Pride,
Haley Hanson,us USA,MF,29-220,19.0,18,1595.0,17.7,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,4.2,4.2,0.7,4.9,14.0,62.0,40.0,0.17,0.11,0.28,0.17,0.28,0.23,0.04,0.28,0.23,0.28,Matches,Orlando Pride,
Kylie Strom,us USA,DF,33-176,17.0,17,1512.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,11.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Orlando Pride,
Barbra Banda,zm ZAM,FW,25-174,16.0,15,1296.0,14.4,8.0,1.0,9.0,8.0,0.0,0.0,3.0,0.0,8.6,8.5,1.8,10.3,72.0,16.0,111.0,0.56,0.07,0.62,0.56,0.62,0.59,0.12,0.72,0.59,0.71,Matches,Orlando Pride,
Marta,br BRA,"FW,MF",39-203,17.0,15,1272.0,14.1,3.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,2.9,1.4,2.5,3.9,40.0,67.0,87.0,0.21,0.07,0.28,0.07,0.14,0.21,0.18,0.38,0.1,0.28,Matches,Orlando Pride,
Angelina,br BRA,MF,25-227,17.0,14,1207.0,13.4,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.2,2.4,3.6,9.0,61.0,63.0,0.0,0.07,0.07,0.0,0.07,0.15,0.18,0.32,0.09,0.27,Matches,Orlando Pride,
Ally Watt,us USA,"MF,FW",28-182,18.0,13,1089.0,12.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,1.4,5.4,32.0,15.0,84.0,0.08,0.08,0.17,0.08,0.17,0.33,0.12,0.45,0.33,0.45,Matches,Orlando Pride,
Kerry Abello,us USA,DF,25-358,16.0,11,1018.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.8,33.0,65.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,Orlando Pride,
Carson Pickett,us USA,"DF,MF",31-360,16.0,11,996.0,11.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,1.9,16.0,51.0,59.0,0.09,0.18,0.27,0.09,0.27,0.04,0.13,0.18,0.04,0.18,Matches,Orlando Pride,
Morgan Gautrat,us USA,"MF,FW",32-196,11.0,10,667.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.7,2.5,3.0,47.0,19.0,0.0,0.13,0.13,0.0,0.13,0.11,0.23,0.34,0.11,0.34,Matches,Orlando Pride,
Cori Dyke,us USA,DF,24-355,17.0,9,980.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,14.0,67.0,24.0,0.09,0.0,0.09,0.09,0.09,0.01,0.02,0.04,0.01,0.04,Matches,Orlando Pride,
Ally Lemos,us USA,"MF,FW",21-190,19.0,9,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.6,0.6,1.2,6.0,51.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.06,0.12,Matches,Orlando Pride,
Oihane Hernández,es ESP,DF,25-129,14.0,9,627.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.3,1.6,19.0,22.0,38.0,0.0,0.14,0.14,0.0,0.14,0.05,0.18,0.23,0.05,0.23,Matches,Orlando Pride,
Summer Yates,us USA,MF,25-085,12.0,5,481.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,2.1,3.1,8.0,11.0,27.0,0.0,0.19,0.19,0.0,0.19,0.2,0.38,0.59,0.2,0.59,Matches,Orlando Pride,
Rafaelle,br BRA,DF,34-084,7.0,5,363.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Orlando Pride,
Prisca Chilufya,zm ZAM,"FW,MF",26-094,16.0,4,512.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,1.1,2.4,28.0,7.0,54.0,0.35,0.0,0.35,0.35,0.35,0.23,0.19,0.42,0.23,0.42,Matches,Orlando Pride,
Julie Doyle,us USA,"MF,FW",27-011,7.0,3,276.0,3.1,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.1,0.4,0.7,1.1,7.0,6.0,23.0,0.33,0.33,0.65,0.33,0.65,0.37,0.23,0.6,0.13,0.36,Matches,Orlando Pride,
Zara Chavosi,ca CAN,DF,22-278,4.0,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Orlando Pride,
Simone Jackson,us USA,"MF,FW",22-225,6.0,1,192.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.4,4.0,4.0,16.0,0.0,0.47,0.47,0.0,0.47,0.35,0.32,0.66,0.35,0.66,Matches,Orlando Pride,
Simone Charley,us USA,FW,30-218,4.0,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.91,0.91,0.91,Matches,Orlando Pride,
Viviana Villacorta,us USA,"MF,DF",26-220,5.0,0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Orlando Pride,
Lizbeth Ovalle,mx MEX,FW,25-326,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.34,0.42,0.07,0.42,Matches,Orlando Pride,
McKinley Crone,,GK,,1.0,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Orlando Pride,
Grace Chanda,zm ZAM,MF,28-091,3.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,Orlando Pride,
Luana,br BRA,MF,32-131,1.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,0.0,1.01,Matches,Orlando Pride,
Brianna Martinez,us USA,FW,25-141,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Orlando Pride,
Squad Total,,,28.7,19.0,209,1710.0,19.0,20.0,13.0,33.0,18.0,2.0,4.0,19.0,0.0,29.6,26.7,19.9,46.6,347.0,766.0,756.0,1.05,0.68,1.74,0.95,1.63,1.56,1.05,2.61,1.4,2.45,,Orlando Pride,
Opponent Total,,,27.1,19.0,209,1710.0,19.0,20.0,11.0,31.0,19.0,1.0,1.0,23.0,0.0,23.0,22.3,15.5,37.8,224.0,554.0,539.0,1.05,0.58,1.63,1.0,1.58,1.21,0.82,2.03,1.17,1.99,,Orlando Pride,
Emma Sears,us USA,"FW,MF",24-199,19.0,19,1623.0,18.0,7.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,5.8,5.8,1.0,6.8,57.0,25.0,123.0,0.39,0.0,0.39,0.39,0.39,0.32,0.06,0.38,0.32,0.38,Matches,Racing Louisville,
Courtney Petersen,us USA,DF,27-317,19.0,18,1620.0,18.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,3.1,3.5,10.0,60.0,17.0,0.0,0.17,0.17,0.0,0.17,0.03,0.17,0.2,0.03,0.2,Matches,Racing Louisville,
Arin Wright,us USA,DF,32-259,18.0,18,1620.0,18.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.0,10.0,51.0,1.0,0.06,0.11,0.17,0.06,0.17,0.06,0.05,0.11,0.06,0.11,Matches,Racing Louisville,
Taylor Flint,us USA,MF,26-292,17.0,17,1524.0,16.9,4.0,1.0,5.0,2.0,2.0,2.0,5.0,0.0,3.5,2.0,0.6,2.6,5.0,90.0,11.0,0.24,0.06,0.3,0.12,0.18,0.21,0.03,0.24,0.12,0.16,Matches,Racing Louisville,
Ellie Jean,us USA,DF,28-222,16.0,16,1440.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,7.0,32.0,4.0,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Matches,Racing Louisville,
Janine Sonis,ca CAN,"FW,DF",31-021,19.0,16,1425.0,15.8,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,3.1,4.3,16.0,46.0,94.0,0.06,0.25,0.32,0.06,0.32,0.07,0.2,0.27,0.07,0.27,Matches,Racing Louisville,
Savannah Demelo,us USA,MF,27-168,17.0,16,1368.0,15.2,3.0,2.0,5.0,2.0,1.0,1.0,4.0,0.0,3.9,3.2,2.6,5.7,23.0,75.0,77.0,0.2,0.13,0.33,0.13,0.26,0.26,0.17,0.42,0.21,0.38,Matches,Racing Louisville,
Jordyn Bloomer,us USA,GK,27-331,13.0,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Racing Louisville,
Lauren Milliet,us USA,DF,28-283,13.0,13,1170.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,25.0,62.0,20.0,0.0,0.08,0.08,0.0,0.08,0.02,0.09,0.1,0.02,0.1,Matches,Racing Louisville,
Kayla Fischer,us USA,FW,25-248,15.0,12,912.0,10.1,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,3.4,3.4,1.4,4.8,18.0,19.0,60.0,0.2,0.2,0.39,0.2,0.39,0.33,0.14,0.47,0.33,0.47,Matches,Racing Louisville,
Sarah Weber,us USA,"FW,MF",22-208,19.0,10,1006.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,2.5,0.5,3.0,5.0,21.0,40.0,0.09,0.0,0.09,0.09,0.09,0.22,0.05,0.27,0.22,0.27,Matches,Racing Louisville,
Ella Hase,us USA,"FW,DF",23-060,16.0,10,979.0,10.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.6,2.2,15.0,21.0,67.0,0.0,0.09,0.09,0.0,0.09,0.05,0.15,0.2,0.05,0.2,Matches,Racing Louisville,
Katie O’Kane,,MF,,19.0,10,873.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,0.7,1.9,6.0,34.0,27.0,0.1,0.1,0.21,0.1,0.21,0.13,0.07,0.2,0.13,0.2,Matches,Racing Louisville,
Ary Borges,br BRA,MF,25-256,14.0,9,776.0,8.6,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.2,2.5,0.2,2.7,8.0,31.0,21.0,0.12,0.0,0.12,0.0,0.0,0.37,0.03,0.4,0.29,0.32,Matches,Racing Louisville,
Katie Lund,us USA,GK,28-287,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Racing Louisville,
